,Food Index,Food,Zinc,Thiamin
1494,27130100,Lamb curry,0.00256,4.4e-05
1495,27133010,"Stewed goat, Puerto Rican style (Cabrito en fricase, chilindron de chivo)",0.00418,0.000101
1496,27135010,Veal with gravy (mixture),0.00312,4.8e-05
1497,27135020,Veal scallopini,0.00297,5e-05
1498,27135030,Veal with cream sauce (mixture),0.00163,4.7e-05
1499,27135040,Veal with butter sauce (mixture),0.0016699999999999998,3.8e-05
1500,27135050,Veal Marsala,0.00147,5.8e-05
1501,27135110,Veal parmigiana,0.0017900000000000001,9.1e-05
1502,27135150,Veal cordon bleu,0.0018700000000000001,9.4e-05
1503,27136050,Venison/deer with tomato-based sauce (mixture),0.0033799999999999998,0.000328
1504,27136080,Venison/deer with gravy (mixture),0.00532,0.0001
1505,27136100,Chili con carne with venison/deer and beans,0.00149,0.000161
1506,27141000,Chicken or turkey cacciatore,0.0013,7.000000000000001e-05
1507,27141030,"Spaghetti sauce with poultry, home-made style",0.00076,3.3e-05
1508,27141050,"Stewed chicken with tomato-based sauce, Mexican style (mixture) (Pollo guisado con tomate)",0.0008399999999999999,4.1e-05
1509,27141500,Chili con carne with chicken or turkey and beans,0.001,7.199999999999999e-05
1510,27142000,Chicken with gravy (mixture),0.0014299999999999998,4.2000000000000004e-05
1511,27142100,Chicken or turkey fricassee,0.0008399999999999999,4.7e-05
1512,27142200,Turkey with gravy (mixture),0.0019199999999999998,4e-05
1513,27143000,Chicken or turkey with cream sauce (mixture),0.00102,7.099999999999999e-05
1514,27144000,Chicken or turkey with (mushroom) soup (mixture),0.00123,5.6e-05
1515,27145000,Chicken or turkey teriyaki (chicken or turkey with soy-based sauce),0.0019399999999999999,6.4e-05
1516,27146000,"Chicken or turkey with barbecue sauce, skin eaten",0.00117,5.9999999999999995e-05
1517,27146010,"Chicken or turkey with barbecue sauce, skin not eaten",0.00117,6.2e-05
1518,27146050,Chicken wing with hot pepper sauce,0.00176,4.2000000000000004e-05
1519,27146100,Sweet and sour chicken or turkey,0.00075,8.8e-05
1520,27146150,Chicken curry,0.00082,4.2999999999999995e-05
1521,27146160,Chicken with mole sauce,0.0015300000000000001,5.9e-05
1522,27146200,Chicken or turkey with cheese sauce (mixture),0.00171,5.7e-05
1523,27146250,Chicken or turkey cordon bleu,0.00121,0.00014099999999999998
1524,27146300,Chicken or turkey parmigiana,0.00141,9.7e-05
1525,27146350,"Lemon chicken, Chinese style",0.00051,5.3e-05
1526,27146400,Chicken kiev,0.00098,0.0001
1527,27148010,"Stuffed chicken, drumstick or breast, Puerto Rican style (Muslo de pollo o pechuga rellena)",0.0021000000000000003,0.00015900000000000002
1528,27150010,"Fish with cream or white sauce, not tuna or lobster (mixture)",0.00054,7.5e-05
1529,27150020,"Crab, deviled",0.00221,0.000112
1530,27150030,Crab imperial,0.00265,5e-05
1531,27150050,Fish timbale or mousse,0.00041999999999999996,2.8e-05
1532,27150060,Lobster newburg,0.00215,4.7e-05
1533,27150070,Lobster with butter sauce (mixture),0.00315,1.9e-05
1534,27150100,Shrimp curry,0.00107,4.4e-05
1535,27150110,Shrimp cocktail (shrimp with cocktail sauce),0.0012,2.8e-05
1536,27150120,Tuna with cream or white sauce (mixture),0.00065,5.8e-05
1537,27150130,Seafood newburg,0.00175,4.8e-05
1538,27150140,"Clam sauce, white",0.00034,1.4e-05
1539,27150160,Shrimp with lobster sauce (mixture),0.0016799999999999999,9.6e-05
1540,27150170,Sweet and sour shrimp,0.00054,7.6e-05
1541,27150190,Lobster sauce (broth-based),0.00099,0.000175
1542,27150200,Oyster sauce (white sauce-based),0.04516,0.000115
1543,27150210,Fish sauce (bagoong),0.0002,1.2e-05
1544,27150230,Shrimp scampi,0.0016200000000000001,7e-06
1545,27150250,"Fish moochim (Korean style), dried fish with soy sauce",0.00132,0.000191
1546,27150310,Fish with tomato-based sauce (mixture),0.00032,3.7e-05
1547,27150320,Fish curry,0.00045,4.7e-05
1548,27150330,Mussels with tomato-based sauce (mixture),0.00164,0.000174
1549,27150350,Sardines with tomato-based sauce (mixture),0.0014,4.4e-05
1550,27150370,Sardines with mustard sauce (mixture),0.0014,4.4e-05
1551,27150410,Shrimp teriyaki (shrimp with soy-based sauce) (mixture),0.00151,3.2e-05
1552,27150510,Scallops with cheese sauce (mixture),0.0014,2.8e-05
1553,27151030,Marinated fish (Ceviche),0.00029,7.7e-05
1554,27151040,"Crabs in tomato-based sauce, Puerto Rican style (mixture) (Salmorejo de jueyes)",0.00271,2.8e-05
1555,27151050,"Shrimp in garlic sauce, Puerto Rican style (mixture) (Camarones al ajillo)",0.00086,2.6e-05
1556,27151070,"Stewed codfish, Puerto Rican style, no potatoes (potatoes reported separately)",0.00047999999999999996,0.000106
1557,27160010,"Meat with barbecue sauce, NS as to type of meat (mixture)",0.00391,3.3e-05
1558,27160100,"Meatballs, NS as to type of meat, with sauce (mixture)",0.00421,3.5000000000000004e-05
1559,27161010,Puerto Rican style meat loaf (Albondigon),0.00329,0.000177
1560,27162010,Meat with tomato-based sauce (mixture),0.00204,0.000178
1561,27162050,"Spaghetti sauce with combination of meats, homemade-style",0.00098,0.00011899999999999999
1562,27162060,"Spaghetti sauce with meat and vegetables, homemade-style",0.00079,2.8e-05
1563,27162500,"Stewed, seasoned, ground beef and pork, Mexican style (Picadillo de carne de rez y puerco)",0.00278,0.000178
1564,27163010,"Meat with gravy, NS as to type of meat (mixture)",0.00352,0.00014099999999999998
1565,27211000,"Beef and potatoes, no sauce (mixture)",0.00346,8.599999999999999e-05
1566,27211100,"Beef stew with potatoes, tomato-based sauce (mixture)",0.00209,6.3e-05
1567,27211110,"Mexican style beef stew with potatoes, tomato-based sauce (mixture) (Carne guisada con papas)",0.00302,5.1e-05
1568,27211150,Beef goulash with potatoes,0.0021000000000000003,6.500000000000001e-05
1569,27211190,"Beef and potatoes with cream sauce, white sauce or mushroom soup-based sauce (mixture)",0.0012900000000000001,6.4e-05
1570,27211200,"Beef stew with potatoes, gravy",0.00219,5e-05
1571,27211300,Beef (roast) hash,0.0027,8.3e-05
1572,27211400,Corned beef hash,0.0014,6.900000000000001e-05
1573,27211500,Beef and potatoes with cheese sauce (mixture),0.00262,6.500000000000001e-05
1574,27211550,"Stewed, seasoned, ground beef with potatoes, Mexican style (Picadillo de carne de rez con papas)",0.00234,4.1e-05
1575,27212000,"Beef and noodles, no sauce (mixture)",0.0024700000000000004,0.000202
1576,27212050,Beef and macaroni with cheese sauce (mixture),0.00184,0.00011700000000000001
1577,27212100,Beef and noodles with tomato-based sauce (mixture),0.0020499999999999997,0.000108
1578,27212120,Chili con carne with beans and macaroni,0.00101,0.000116
1579,27212150,Beef goulash with noodles,0.00225,0.00014199999999999998
1580,27212200,Beef and noodles with gravy (mixture),0.00204,0.000121
1581,27212300,Beef and noodles with cream or white sauce (mixture),0.0015300000000000001,0.000123
1582,27212350,Beef stroganoff with noodles,0.0014,9.3e-05
1583,27212400,Beef and noodles with (mushroom) soup (mixture),0.0019399999999999999,0.000114
1584,27212500,Beef and noodles with soy-based sauce (mixture),0.00213,0.00017999999999999998
1585,27213000,"Beef and rice, no sauce (mixture)",0.0023799999999999997,0.00011999999999999999
1586,27213100,Beef and rice with tomato-based sauce (mixture),0.00123,8.2e-05
1587,27213120,Porcupine balls with tomato-based sauce (mixture),0.00239,7.8e-05
1588,27213150,Chili con carne with beans and rice,0.00098,8.5e-05
1589,27213200,Beef and rice with gravy (mixture),0.00188,8.7e-05
1590,27213300,Beef and rice with cream sauce (mixture),0.00149,8.7e-05
1591,27213400,Beef and rice with (mushroom) soup (mixture),0.0017800000000000001,8.400000000000001e-05
1592,27213420,Porcupine balls with (mushroom) soup (mixture),0.0024,7.9e-05
1593,27213500,Beef and rice with soy-based sauce (mixture),0.00191,6.4e-05
1594,27213600,Beef and rice with cheese sauce (mixture),0.00174,9.4e-05
1595,27214100,Meat loaf made with beef,0.0037,7.7e-05
1596,27214110,"Meat loaf made with beef, with tomato-based sauce",0.0030299999999999997,6.6e-05
1597,27214300,Beef wellington,0.00332,0.000149
1598,27214500,Corned beef patty,0.0014,6.900000000000001e-05
1599,27214600,Creamed dried beef on toast,0.00102,0.000128
1600,27218110,Puerto Rican style stuffed pot roast (larded meat) with potatoes (Carne mechada con papas boliche),0.00372,0.000125
1601,27218210,Puerto Rican style beef stew with potatoes (Carne guisada con papas),0.00228,7.099999999999999e-05
1602,27218310,"Stewed corned beef, Puerto Rican style (""Corned beef"" guisado)",0.00177,4.4e-05
1603,27220010,Meat loaf made with ham (not luncheon meat),0.00213,0.000365
1604,27220020,Ham and noodles with cream or white sauce (mixture),0.00108,0.000217
1605,27220030,Ham and rice with (mushroom) soup (mixture),0.00076,0.000179
1606,27220050,Ham or pork with stuffing (mixture),0.0016,0.000575
1607,27220080,Ham croquette,0.00141,0.00038
1608,27220110,Pork and rice with tomato-based sauce (mixture),0.00101,0.00034100000000000005
1609,27220120,Sausage and rice with tomato-based sauce (mixture),0.00098,0.00018099999999999998
1610,27220150,Sausage and rice with (mushroom) soup (mixture),0.00078,0.000145
1611,27220170,Sausage and rice with cheese sauce (mixture),0.00131,0.000147
1612,27220190,Sausage and noodles with cream or white sauce (mixture),0.00074,0.00017299999999999998
1613,27220210,"Ham and noodles, no sauce (mixture)",0.00121,0.000382
1614,27220310,"Ham or pork and rice, no sauce (mixture)",0.00111,0.000305
1615,27220510,Ham or pork and potatoes with gravy (mixture),0.00079,0.000162
1616,27220520,Ham or pork and potatoes with cheese sauce (mixture),0.0012,0.000186
1617,27221100,"Stewed pig's feet, Puerto Rican style (Patitas de cerdo guisadas)",0.00068,5.4e-05
1618,27221110,"Stuffed pork roast, Puerto Rican style",0.00233,0.000337
1619,27221150,"Mexican style pork stew, with potatoes, tomato-based sauce (mixture) (cerdo guisado con papas)",0.00138,0.000231
1620,27230010,Lamb or mutton loaf,0.0028799999999999997,6.3e-05
1621,27231000,Lamb or mutton and potatoes with gravy (mixture),0.0015300000000000001,5.7e-05
1622,27232000,Lamb or mutton and potatoes with tomato-based sauce (mixture),0.00188,6.4e-05
1623,27233000,Lamb or mutton and noodles with gravy (mixture),0.00136,0.000154
1624,27235000,Meat loaf made with venison/deer,0.00348,0.000304
1625,27235750,Veal and noodles with cream or white sauce (mixture),0.00222,0.000115
1626,27236000,Venison/deer and noodles with cream or white sauce (mixture),0.00278,0.00014000000000000001
1627,27241000,Chicken or turkey hash,0.00106,6.4e-05
1628,27241010,Chicken or turkey and potatoes with gravy (mixture),0.00062,5.4e-05
1629,27242000,"Chicken or turkey and noodles, no sauce (mixture)",0.0011200000000000001,0.00019600000000000002
1630,27242200,Chicken or turkey and noodles with gravy (mixture),0.00076,0.00014199999999999998
1631,27242250,Chicken or turkey and noodles with (mushroom) soup (mixture),0.0008900000000000001,0.000149
1632,27242300,Chicken or turkey and noodles with cream or white sauce (mixture),0.00092,0.000156
1633,27242310,Chicken or turkey and noodles with cheese sauce (mixture),0.0012900000000000001,0.00014399999999999998
1634,27242350,Chicken or turkey tetrazzini,0.0007099999999999999,0.000104
1635,27242400,"Chicken or turkey and noodles, tomato-based sauce (mixture)",0.00082,0.00014299999999999998
1636,27242500,Chicken or turkey and noodles with soy-based sauce (mixture),0.00108,0.000184
1637,27243000,"Chicken or turkey and rice, no sauce (mixture)",0.00102,0.000118
1638,27243300,Chicken or turkey and rice with cream sauce (mixture),0.00086,0.000129
1639,27243400,Chicken or turkey and rice with (mushroom) soup (mixture),0.00047999999999999996,8.599999999999999e-05
1640,27243500,Chicken or turkey and rice with tomato-based sauce (mixture),0.00068,7.6e-05
1641,27243600,Chicken or turkey and rice with soy-based sauce (mixture),0.00131,0.000131
1642,27243700,Chicken in cheese sauce with Spanish rice,0.00066,8.9e-05
1643,27246100,Chicken or turkey with dumplings (mixture),0.0007700000000000001,9.5e-05
1644,27246200,Chicken or turkey with stuffing (mixture),0.00126,0.000115
1645,27246300,"Chicken or turkey cake, patty, or croquette",0.00133,0.000145
1646,27246400,Chicken or turkey souffle,0.00108,6.4e-05
1647,27246500,Meat loaf made with chicken or turkey,0.00156,0.00011300000000000001
1648,27246505,"Meat loaf made with chicken or turkey, with tomato-based sauce",0.00127,9.5e-05
1649,27250020,"Clams, stuffed",0.0005899999999999999,0.000118
1650,27250030,Codfish ball or cake,0.00055,0.00010899999999999999
1651,27250040,Crab cake,0.00357,0.000124
1652,27250050,"Fish cake or patty, NS as to fish",0.00055,0.00010899999999999999
1653,27250060,Gefilte fish,0.0009,8.5e-05
1654,27250070,Salmon cake or patty,0.00078,7.9e-05
1655,27250080,Salmon loaf,0.00091,9.3e-05
1656,27250110,Scallops and noodles with cheese sauce (mixture),0.00116,0.00010499999999999999
1657,27250120,"Shrimp and noodles, no sauce (mixture)",0.00108,0.000186
1658,27250122,Shrimp and noodles with gravy (mixture),0.00075,0.00013700000000000002
1659,27250124,Shrimp and noodles with (mushroom) soup (mixture),0.00086,0.000147
1660,27250126,Shrimp and noodles with cream or white sauce (mixture),0.0009,0.000154
1661,27250128,Shrimp and noodles with soy-based sauce (mixture),0.00082,0.00013700000000000002
1662,27250130,Shrimp and noodles with cheese sauce (mixture),0.0011899999999999999,0.00013000000000000002
1663,27250132,Shrimp and noodles with tomato sauce (mixture),0.00093,0.000157
1664,27250150,Tuna loaf,0.0009,0.000101
1665,27250160,Tuna cake or patty,0.00074,8.400000000000001e-05
1666,27250210,Clam cake or patty,0.00092,0.000232
1667,27250220,Oyster fritter,0.02271,0.000225
1668,27250250,Flounder with crab stuffing,0.0011799999999999998,7.000000000000001e-05
1669,27250260,"Lobster with bread stuffing, baked",0.0029500000000000004,9.900000000000001e-05
1670,27250270,Clams Casino,0.0005,9.2e-05
1671,27250300,Mackerel cake or patty,0.00087,9.5e-05
1672,27250310,Haddock cake or patty,0.00055,0.00010899999999999999
1673,27250400,Shrimp cake or patty,0.0013,7.199999999999999e-05
1674,27250410,Shrimp with crab stuffing,0.00239,7.9e-05
1675,27250450,"Shrimp toast, fried",0.00127,0.00027
1676,27250520,Seafood restructured,0.00033,2.9999999999999997e-05
1677,27250550,Seafood souffle,0.00107,5.3e-05
1678,27250610,Tuna noodle casserole with cream or white sauce,0.00067,0.000149
1679,27250630,Tuna noodle casserole with (mushroom) soup,0.00061,0.00013900000000000002
1680,27250710,Tuna and rice with (mushroom) soup (mixture),0.00051,8.1e-05
1681,27250810,Fish and rice with tomato-based sauce,0.00047999999999999996,8.9e-05
1682,27250820,Fish and rice with cream sauce,0.00057,0.000102
1683,27250830,Fish and rice with (mushroom) soup,0.00049,9.1e-05
1684,27250900,Fish and noodles with (mushroom) soup,0.0005,0.0001
1685,27250950,"Shellfish mixture and noodles, tomato-based sauce (mixture)",0.00064,0.00016700000000000002
1686,27251010,"Stewed salmon, Puerto Rican style (Salmon guisado)",0.00058,4.2999999999999995e-05
1687,27260010,"Meat loaf, NS as to type of meat",0.0037,7.4e-05
1688,27260050,"Meatballs, with breading, NS as to type of meat, with gravy",0.00276,5.9999999999999995e-05
1689,27260080,Meat loaf made with beef and pork,0.0032400000000000003,0.00014000000000000001
1690,27260090,"Meat loaf made with beef, veal and pork",0.0025299999999999997,0.000241
1691,27260100,"Meat loaf made with beef and pork, with tomato-based sauce",0.0027,0.00011999999999999999
1692,27260110,"Hash, NS as to type of meat",0.0014,6.900000000000001e-05
1693,27260500,"Vienna sausages stewed with potatoes, Puerto Rican style (Salchichas guisadas)",0.00076,8.5e-05
1694,27260510,Liver dumpling,0.0038599999999999997,0.000213
1695,27260550,Liver hash,0.0022400000000000002,0.00027600000000000004
1696,27261000,"Breaded brains, Puerto Rican style (Sesos rebosados)",0.00093,0.00016800000000000002
1697,27261500,"Stewed, seasoned, ground beef and pork, with potatoes, Mexican style (Picadillo de carne de rez y puerco con papas)",0.00213,0.00014199999999999998
1698,27311110,"Beef, potatoes, and vegetables (including carrots, broccoli, and/or dark-green leafy), no sauce (mixture)",0.00266,9.4e-05
1699,27311120,"Beef, potatoes, and vegetables (excluding carrots, broccoli, and dark-green leafy), no sauce (mixture)",0.00268,0.0001
1700,27311210,"Corned beef, potatoes, and vegetables (including carrots, broccoli, and/or dark-green leafy), no sauce (mixture)",0.00116,6.8e-05
1701,27311220,"Corned beef, potatoes, and vegetables (excluding carrots, broccoli, and dark-green leafy), no sauce (mixture)",0.00127,6.8e-05
1702,27311310,"Beef stew with potatoes and vegetables (including carrots, broccoli, and/or dark-green leafy), tomato-based sauce",0.0011899999999999999,6.6e-05
1703,27311320,"Beef stew with potatoes and vegetables (excluding carrots, broccoli, and dark-green leafy), tomato-based sauce",0.00151,5.6e-05
1704,27311410,"Beef stew with potatoes and vegetables (including carrots, broccoli, and/or dark-green leafy), gravy",0.0014199999999999998,5.5e-05
1705,27311420,"Beef stew with potatoes and vegetables (excluding carrots, broccoli, and dark-green leafy), gravy",0.0015400000000000001,5.5e-05
1706,27311510,Shepherd's pie with beef,0.0011200000000000001,7.8e-05
1707,27311600,"Beef, potatoes, and vegetables (including carrots, broccoli, and/or dark-green leafy), gravy (mixture)",0.00246,8.999999999999999e-05
1708,27311605,"Beef, potatoes, and vegetables (excluding carrots, broccoli, and dark-green leafy), gravy (mixture)",0.00298,9.2e-05
1709,27311610,"Beef, potatoes, and vegetables (including carrots, broccoli, and/or dark-green leafy), cream sauce, white sauce, or mushroom soup-based sauce (mixture)",0.0020099999999999996,5.5e-05
1710,27311620,"Beef, potatoes, and vegetables (excluding carrots, broccoli, and dark-green leafy), cream sauce, white sauce, or mushroom soup-based sauce (mixture)",0.00202,5.3e-05
1711,27311625,"Beef, potatoes, and vegetables (including carrots, broccoli, and/or dark-green leafy), tomato-based sauce (mixture)",0.0025,9.1e-05
1712,27311630,"Beef, potatoes, and vegetables (excluding carrots, broccoli, and dark-green leafy), tomato-based sauce (mixture)",0.00264,9.800000000000001e-05
1713,27311635,"Beef, potatoes, and vegetables (including carrots, broccoli, and/or dark-green leafy), cheese sauce (mixture)",0.00257,6.900000000000001e-05
1714,27311640,"Beef, potatoes, and vegetables (excluding carrots, broccoli, and dark-green leafy), cheese sauce (mixture)",0.00254,7.000000000000001e-05
1715,27311645,"Beef, potatoes, and vegetables (including carrots, broccoli, and/or dark-green leafy), soy-based sauce (mixture)",0.00204,7.6e-05
1716,27311650,"Beef, potatoes, and vegetables (excluding carrots, broccoli, and dark-green leafy), soy-based sauce (mixture)",0.00206,7.6e-05
1717,27313010,"Beef, noodles, and vegetables (including carrots, broccoli, and/or dark-green leafy), no sauce (mixture)",0.00226,0.000174
1718,27313020,"Beef, noodles, and vegetables (excluding carrots, broccoli, and dark-green leafy), no sauce (mixture)",0.0022299999999999998,0.00017999999999999998
1719,27313110,Beef chow mein or chop suey with noodles,0.00152,0.000158
1720,27313150,"Beef, noodles, and vegetables (including carrots, broccoli, and/or dark-green leafy), soy-based sauce (mixture)",0.0008399999999999999,0.000122
1721,27313160,"Beef, noodles, and vegetables (excluding carrots, broccoli, and dark-green leafy), soy-based sauce (mixture)",0.00082,0.000124
1722,27313210,"Beef, noodles, and vegetables (including carrots, broccoli, and/or dark-green leafy), tomato-based sauce (mixture)",0.0016,0.000114
1723,27313220,"Beef, noodles, and vegetables (excluding carrots, broccoli, and dark-green leafy), tomato-based sauce (mixture)",0.00177,0.000123
1724,27313310,"Beef, noodles, and vegetables (including carrots, broccoli, and/or dark-green leafy), (mushroom) soup (mixture)",0.0014,7.7e-05
1725,27313320,"Beef, noodles, and vegetables (excluding carrots, broccoli, and dark-green leafy), (mushroom) soup (mixture)",0.00134,7.3e-05
1726,27313410,"Beef, noodles, and vegetables (including carrots, broccoli, and/or dark-green leafy), gravy (mixture)",0.0016799999999999999,7.9e-05
1727,27313420,"Beef, noodles, and vegetables (excluding carrots, broccoli, and dark-green leafy), gravy (mixture)",0.00171,9.6e-05
1728,27315010,"Beef, rice, and vegetables (including carrots, broccoli, and/or dark-green leafy), no sauce (mixture)",0.0022,0.000122
1729,27315020,"Beef, rice, and vegetables (excluding carrots, broccoli, and dark-green leafy), no sauce (mixture)",0.00217,0.000129
1730,27315210,"Beef, rice, and vegetables (including carrots, broccoli, and/or dark-green leafy), tomato-based sauce (mixture)",0.00185,8.999999999999999e-05
1731,27315220,"Beef, rice, and vegetables (excluding carrots, broccoli, and/or dark-green leafy), tomato-based sauce (mixture)",0.00175,8.999999999999999e-05
1732,27315250,Stuffed cabbage rolls with beef and rice,0.0019,5.6e-05
1733,27315270,Stuffed grape leaves with beef and rice,0.00174,6.3e-05
1734,27315310,"Beef, rice, and vegetables (including carrots, broccoli, and/or dark-green leafy), (mushroom) soup (mixture)",0.00186,8.599999999999999e-05
1735,27315320,"Beef, rice, and vegetables (excluding carrots, broccoli, and dark-green leafy), (mushroom) soup (mixture)",0.00185,8.2e-05
1736,27315330,"Beef, rice, and vegetables (including carrots, broccoli, and/or dark-green leafy), cheese sauce (mixture)",0.00256,8.8e-05
1737,27315340,"Beef, rice, and vegetables (excluding carrots, broccoli, and dark-green leafy), cheese sauce (mixture)",0.002,8.999999999999999e-05
1738,27315410,"Beef, rice, and vegetables (including carrots, broccoli, and/or dark-green leafy), gravy (mixture)",0.00186,6.500000000000001e-05
1739,27315420,"Beef, rice, and vegetables (excluding carrots, broccoli, and dark-green leafy), gravy (mixture)",0.00174,6.4e-05
1740,27315510,"Beef, rice, and vegetables (including carrots, broccoli, and/or dark-green leafy), soy-based sauce (mixture)",0.00186,8.5e-05
1741,27315520,"Beef, rice, and vegetables (excluding carrots, broccoli, and dark-green leafy), soy-based sauce (mixture)",0.00188,8.599999999999999e-05
1742,27317010,Beef pot pie,0.00111,0.00016
1743,27317100,"Beef, dumplings, and vegetables (including carrots, broccoli, and/or dark-green leafy), gravy (mixture)",0.00147,5.7e-05
1744,27317110,"Beef, dumplings, and vegetables (excluding carrots, broccoli, and dark-green leafy), gravy (mixture)",0.0017,7.9e-05
1745,27319010,"Stuffed green pepper, Puerto Rican style (Pimiento relleno)",0.00174,0.000163
1746,27320020,Ham pot pie,0.00078,0.000243
1747,27320030,"Ham or pork, noodles and vegetables (excluding carrots, broccoli, and dark-green leafy), cheese sauce (mixture)",0.0014199999999999998,0.000285
1748,27320040,"Pork, potatoes, and vegetables (including carrots, broccoli, and/or dark-green leafy), no sauce (mixture)",0.00083,0.00026900000000000003
1749,27320070,"Ham or pork, noodles, and vegetables (including carrots, broccoli, and/or dark-green leafy), tomato-based sauce (mixture)",0.00115,0.000317
1750,27320080,"Sausage, noodles, and vegetables (excluding carrots, broccoli, and dark-green leafy), tomato-based sauce",0.00098,0.00027100000000000003
1751,27320090,"Sausage, noodles, and vegetables (including carrots, broccoli, and/or dark-green leafy), tomato-based sauce",0.0009699999999999999,0.000268
1752,27320100,"Pork, potatoes, and vegetables (including carrots, broccoli, and/or dark-green leafy), tomato-based sauce (mixture)",0.0006,0.00015900000000000002
1753,27320110,"Pork, potatoes, and vegetables (excluding carrots, broccoli, and dark-green leafy), tomato-based sauce (mixture)",0.00067,0.000163
1754,27320120,"Sausage, potatoes, and vegetables (including carrots, broccoli, and/or dark-green leafy), gravy (mixture)",0.0006,8.1e-05
1755,27320130,"Sausage, potatoes, and vegetables (excluding carrots, broccoli, and dark-green leafy), gravy (mixture)",0.00066,0.0001
1756,27320140,"Pork, potatoes, and vegetables (including carrots, broccoli, and/or dark-green leafy), gravy (mixture)",0.00057,0.00015900000000000002
1757,27320150,"Pork, potatoes, and vegetables (excluding carrots, broccoli, and dark-green leafy), gravy (mixture)",0.00063,0.00016
1758,27320210,"Pork, potatoes, and vegetables (excluding carrots, broccoli, and dark-green leafy), no sauce (mixture)",0.00078,0.00029
1759,27320310,Pork chow mein or chop suey with noodles,0.00115,0.000306
1760,27320320,"Pork, rice, and vegetables (including carrots, broccoli, and/or dark-green leafy), soy-based sauce (mixture)",0.00092,0.000236
1761,27320330,"Pork, rice, and vegetables (excluding carrots, broccoli, and dark-green leafy), soy-based sauce (mixture)",0.00094,0.00023899999999999998
1762,27320340,"Pork, rice, and vegetables (including carrots, broccoli, and/or dark-green leafy), tomato-based sauce (mixture)",0.0007199999999999999,0.000166
1763,27320350,"Pork, rice, and vegetables (excluding carrots, broccoli, and dark-green leafy), tomato-based sauce (mixture)",0.00075,0.000182
1764,27320410,"Ham, potatoes, and vegetables (excluding carrots, broccoli, and dark-green leafy), no sauce (mixture)",0.00082,0.000214
1765,27320450,"Ham, potatoes, and vegetables (including carrots, broccoli, and/or dark-green leafy), no sauce (mixture)",0.00108,0.000275
1766,27320500,Sweet and sour pork with rice,0.00079,0.000296
1767,27330010,Shepherd's pie with lamb,0.00125,8e-05
1768,27330030,"Lamb or mutton stew with potatoes and vegetables (including carrots, broccoli, and/or dark-green leafy), gravy",0.00173,7.4e-05
1769,27330050,"Lamb or mutton, rice, and vegetables (excluding carrots, broccoli, and dark-green leafy), gravy (mixture)",0.00135,0.00011300000000000001
1770,27330060,"Lamb or mutton, rice, and vegetables (including carrots, broccoli, and/or dark-green leafy), tomato-based sauce (mixture)",0.00113,8.599999999999999e-05
1771,27330080,"Lamb or mutton, rice, and vegetables  (including carrots, broccoli, and/or dark-green leafy), gravy",0.00171,7.5e-05
1772,27330110,"Lamb or mutton stew with potatoes and vegetables (excluding carrots, broccoli, and dark-green leafy), gravy",0.0016899999999999999,9.2e-05
1773,27330170,Stuffed grape leaves with lamb and rice,0.00158,8.2e-05
1774,27330210,"Lamb or mutton stew with potatoes and vegetables (including carrots, broccoli, and/or dark-green leafy), tomato-based sauce",0.00156,7.199999999999999e-05
1775,27330220,"Lamb or mutton stew with potatoes and vegetables (excluding carrots, broccoli, and dark-green leafy), tomato-based sauce",0.0015300000000000001,8.9e-05
1776,27331150,"Veal fricassee, Puerto Rican style (ternera en fricase)",0.00182,7.099999999999999e-05
1777,27332100,"Veal stew with potatoes and vegetables (including carrots, broccoli, and/or dark-green leafy), tomato-based sauce",0.0007700000000000001,5.3e-05
1778,27332110,"Veal stew with potatoes and vegetables (excluding carrots, broccoli, and/or dark-green leafy), tomato-based sauce",0.00074,5.6e-05
1779,27335100,Rabbit stew with potatoes and vegetables,0.0006,4e-05
1780,27335500,"Stewed rabbit, Puerto Rican style (Fricase de conejo)",0.00141,5e-05
1781,27336100,"Venison/deer stew with potatoes and vegetables (including carrots, broccoli, and/or dark-green leafy), tomato-based sauce",0.00172,7.9e-05
1782,27336150,"Venison/deer stew with potatoes and vegetables (excluding carrots, broccoli, and dark-green leafy), tomato-based sauce",0.0017800000000000001,8.5e-05
1783,27336200,"Venison/deer, potatoes, and vegetables (including carrots, broccoli, and/or dark-green leafy), gravy (mixture)",0.00171,8.400000000000001e-05
1784,27336250,"Venison/deer, potatoes, and vegetables (excluding carrots, broccoli, and dark-green leafy), gravy (mixture)",0.0017800000000000001,8.5e-05
1785,27336300,"Venison/deer, noodles, and vegetables (including carrots, broccoli, and/or dark-green leafy), tomato-based sauce (mixture)",0.00172,0.000136
1786,27336310,"Venison/deer, noodles, and vegetables (excluding carrots, broccoli, and dark-green leafy), tomato-based sauce (mixture)",0.00174,0.000135
1787,27341000,"Chicken or turkey, potatoes, corn, and cheese, with gravy",0.00054,4.2000000000000004e-05
1788,27341010,"Chicken or turkey, potatoes, and vegetables (including carrots, broccoli, and/or dark-green leafy), no sauce (mixture)",0.0011,6.4e-05
1789,27341020,"Chicken or turkey, potatoes, and vegetables (excluding carrots, broccoli, and dark-green leafy), no sauce (mixture)",0.00117,7.000000000000001e-05
1790,27341025,"Chicken or turkey, potatoes, and vegetables (including carrots, broccoli, and/or dark-green leafy), gravy (mixture)",0.0007099999999999999,7.000000000000001e-05
1791,27341030,"Chicken or turkey, potatoes, and vegetables (excluding carrots, broccoli, and dark-green leafy), gravy (mixture)",0.00068,6.8e-05
