,Food Index,Food,Zinc,Thiamin
3030,51502020,"Roll, oatmeal, toasted",0.00139,0.000425
3031,51502100,"Roll, oat bran",0.00102,0.000448
3032,51502110,"Roll, oat bran, toasted",0.00107,0.000377
3033,51503000,"Muffin, English, oat bran",0.0011899999999999999,0.000762
3034,51503010,"Muffin, English, oat bran, toasted",0.0015300000000000001,0.000782
3035,51503040,"Muffin, English, oat bran, with raisins",0.00111,0.0007009999999999999
3036,51503050,"Muffin, English, oat bran with raisins, toasted",0.00123,0.000781
3037,51601010,"Bread, multigrain, toasted",0.00185,0.000243
3038,51601020,"Bread, multigrain",0.0017,0.000279
3039,51601210,"Bread, multigrain, with raisins",0.00109,0.000342
3040,51601220,"Bread, multigrain, with raisins, toasted",0.0012,0.000301
3041,51602010,"Bread, multigrain, reduced calorie and/or high fiber",0.00309,0.0005769999999999999
3042,51602020,"Bread, multigrain, reduced calorie and/or high fiber, toasted",0.0034,0.000507
3043,51620000,"Roll, multigrain",0.0010500000000000002,0.00046300000000000003
3044,51620010,"Roll, multigrain, toasted",0.00115,0.00040699999999999997
3045,51630000,"Bagel, multigrain",0.0011,0.00040300000000000004
3046,51630010,"Bagel, multigrain, toasted",0.0011799999999999998,0.000347
3047,51630100,"Bagel, multigrain, with raisins",0.00101,0.000371
3048,51630110,"Bagel, multigrain, with raisins, toasted",0.00109,0.000399
3049,51630200,"Muffin, English, multigrain",0.00139,0.00043
3050,51630210,"Muffin, English, multigrain, toasted",0.0010500000000000002,0.000374
3051,51801010,"Bread, barley",0.00128,0.000347
3052,51802010,"Bread, triticale",0.00147,0.000393
3053,51802020,"Bread, triticale, toasted",0.0017,0.000379
3054,51803010,"Bread, buckwheat",0.00135,0.00040300000000000004
3055,51803020,"Bread, buckwheat, toasted",0.0015,0.000448
3056,51804010,"Bread, soy",0.00102,0.000417
3057,51804020,"Bread, soy, toasted",0.00113,0.000464
3058,51805010,"Bread, sunflower meal",0.0011899999999999999,0.00048499999999999997
3059,51805020,"Bread, sunflower meal, toasted",0.00131,0.000533
3060,51806010,"Bread, rice",0.00131,0.000653
3061,51806020,"Bread, rice, toasted",0.00138,0.0005679999999999999
3062,51807000,Injera (American-style Ethiopian bread),0.00063,0.000191
3063,51808000,"Bread, low gluten",0.00131,0.000653
3064,51808010,"Bread, low gluten, toasted",0.00138,0.0005679999999999999
3065,52101000,"Biscuit, baking powder or buttermilk type, NS as to made from mix, refrigerated dough, or home recipe",0.00055,0.000381
3066,52101020,"Biscuit dough, raw",0.00039,0.000448
3067,52101030,"Biscuit dough, fried",0.00038,0.000328
3068,52101040,Crumpet,0.0007700000000000001,0.0005480000000000001
3069,52101050,"Crumpet, toasted",0.00086,0.000616
3070,52101100,"Biscuit, baking powder or buttermilk type, made from mix",0.00062,0.000337
3071,52101150,"Biscuit, baking powder or buttermilk type, made from refrigerated dough, lowfat",0.00046,0.000417
3072,52102040,"Biscuit, baking powder or buttermilk type, made from refrigerated dough",0.00053,0.00040100000000000004
3073,52103000,"Biscuit, baking powder or buttermilk type, commercially baked",0.00047999999999999996,0.00042699999999999997
3074,52104010,"Biscuit, baking powder or buttermilk type, made from home recipe",0.0005600000000000001,0.00035999999999999997
3075,52104040,"Biscuit, whole wheat",0.00175,0.000258
3076,52104100,"Biscuit, cheese",0.00093,0.00031800000000000003
3077,52104200,"Biscuit, cinnamon-raisin",0.00047,0.000283
3078,52105100,Scone,0.00074,0.00034899999999999997
3079,52105110,"Scone, whole wheat",0.00173,0.000224
3080,52105200,"Scone, with fruit",0.00069,0.000322
3081,52201000,"Cornbread, prepared from mix",0.00066,0.000215
3082,52202060,"Cornbread, made from home recipe",0.0006,0.000258
3083,52204000,Cornbread stuffing,0.00023,0.00011700000000000001
3084,52206010,"Cornbread muffin, stick, round",0.00054,0.000273
3085,52206060,"Cornbread muffin, stick, round, made from home recipe",0.00065,0.00027600000000000004
3086,52207010,"Corn flour patty or tart, fried",0.00085,0.0003
3087,52208010,"Corn pone, baked",0.0009,0.000153
3088,52208020,"Corn pone, fried",0.00085,0.000136
3089,52208750,"Gordita/sope shell, plain, no filling, grilled, no fat added",0.00103,0.000388
3090,52208760,"Gordita/sope shell, plain, no filling, fried in oil",0.00095,0.000337
3091,52209010,Hush puppy,0.00073,0.00017
3092,52211010,Johnnycake,0.0008399999999999999,0.00027400000000000005
3093,52213010,Spoonbread,0.00076,0.000111
3094,52215000,"Tortilla, NFS",0.00054,0.000492
3095,52215100,"Tortilla, corn",0.00131,9.4e-05
3096,52215200,"Tortilla, flour (wheat)",0.00054,0.000492
3097,52215260,"Tortilla, whole wheat",0.0015400000000000001,0.000356
3098,52215300,"Taco shell, corn",0.00161,0.000216
3099,52215350,"Taco shell, flour",0.0005600000000000001,0.00038
3100,52220110,"Cornmeal bread, Dominican style (Arepa Dominicana)",0.00073,0.00017
3101,52301000,"Muffin, NFS",0.00107,0.000207
3102,52302010,"Muffin, fruit and/or nuts",0.00127,0.000163
3103,52302020,"Muffin, fruit and/or nut, low fat",0.00127,0.000163
3104,52302100,"Muffin, fruit, fat free, cholesterol free",0.00046,0.00032900000000000003
3105,52302500,"Muffin, chocolate chip",0.00075,0.00029299999999999997
3106,52302600,"Muffin, chocolate",0.00158,0.000308
3107,52302610,"Muffin, chocolate, lowfat",0.0016,0.00031
3108,52303010,"Muffin, whole wheat",0.0014199999999999998,0.00019
3109,52303500,"Muffin, wheat",0.00101,0.000242
3110,52303550,"Muffin, buckwheat",0.00113,0.000225
3111,52304010,"Muffin, wheat bran",0.00065,0.00023999999999999998
3112,52304040,"Muffin, bran with fruit, lowfat",0.00069,0.000195
3113,52304060,"Muffin, bran with fruit, no fat, no cholesterol",0.00095,0.000287
3114,52304100,"Muffin, oatmeal",0.00078,0.000273
3115,52304150,"Muffin, oat bran",0.00184,0.000262
3116,52304200,"Muffin, oat bran with fruit and/or nuts",0.00182,0.000255
3117,52306010,"Muffin, plain",0.00065,0.000319
3118,52306300,"Muffin, cheese",0.0008100000000000001,0.000287
3119,52306500,"Muffin, pumpkin",0.00038,0.000164
3120,52306550,"Muffin, zucchini",0.0005,0.00019600000000000002
3121,52306700,"Muffin, carrot",0.00054,0.000251
3122,52307020,"Muffin, multigrain, with nuts",0.00189,0.00023300000000000003
3123,52307120,"Muffin, multigrain, with fruit",0.0018,0.000237
3124,52308010,"Matzo, fritters",0.0005600000000000001,7.199999999999999e-05
3125,52308020,Matzo ball,0.00046,7.3e-05
3126,52311010,Popover,0.00083,0.00023
3127,52320100,"Toaster muffin, fruit, untoasted",0.00039,0.00023999999999999998
3128,52320110,"Toaster muffin, fruit, toasted",0.00047999999999999996,0.000204
3129,52401000,"Bread, Boston Brown",0.0005,1.4e-05
3130,52403000,"Bread, nut",0.00083,0.000244
3131,52404060,"Bread, pumpkin",0.00035999999999999997,0.000157
3132,52405010,"Bread, fruit, without nuts",0.00035999999999999997,0.00016800000000000002
3133,52405100,"Bread, fruit and nut",0.00061,0.000215
3134,52406010,"Bread, whole wheat, with nuts",0.0014199999999999998,0.00016800000000000002
3135,52407000,"Bread, zucchini",0.0005,0.00019600000000000002
3136,52408000,"Bread, Irish soda",0.0005600000000000001,0.00029
3137,53100050,"Cake batter, raw, chocolate",0.0009,0.000162
3138,53100070,"Cake batter, raw, not chocolate",0.00031,0.000125
3139,53100100,"Cake, NS as to type, with or without icing",0.00044,0.000219
3140,53101000,"Cake, angel food, NS as to icing",0.00011,8.999999999999999e-05
3141,53101100,"Cake, angel food, without icing",0.00011,8.999999999999999e-05
3142,53101200,"Cake, angel food, with icing",8e-05,6.6e-05
3143,53101250,"Cake, angel food, with fruit and icing or filling",0.0001,4.4e-05
3144,53101300,"Cake, angel food, chocolate, without icing",0.00023999999999999998,8.9e-05
3145,53102000,"Cake, applesauce, NS as to icing",0.00020999999999999998,0.00010899999999999999
3146,53102100,"Cake, applesauce, without icing",0.00028000000000000003,0.000148
3147,53102200,"Cake, applesauce, with icing",0.00020999999999999998,0.00011
3148,53102300,"Cake, applesauce, diet, without icing",0.00041999999999999996,0.000177
3149,53102500,"Cake, banana, NS as to icing",0.00028000000000000003,0.000124
3150,53102600,"Cake, banana, without icing",0.00034,0.000149
3151,53102700,"Cake, banana, with icing",0.00028000000000000003,0.000124
3152,53102800,"Cake, black forest (chocolate-cherry)",0.00028000000000000003,2.9999999999999997e-05
3153,53103000,"Cake, Boston cream pie",0.00016,0.000408
3154,53103500,"Cake, butter, NS as to icing",0.00038,5.6e-05
3155,53103550,"Cake, butter, without icing",0.00039,8.3e-05
3156,53103600,"Cake, butter, with icing",0.00038,5.6e-05
3157,53104000,"Cake, carrot, NS as to icing",0.00035999999999999997,0.00011700000000000001
3158,53104100,"Cake, carrot, without icing",0.0004,0.00014099999999999998
3159,53104260,"Cake, carrot, with icing",0.00035999999999999997,0.00011700000000000001
3160,53104300,"Cake, carrot, diet",0.00044,0.000118
3161,53104400,"Cake, coconut, with icing",0.00033,0.000128
3162,53104500,Cheesecake,0.00051,2.8e-05
3163,53104520,"Cheesecake, diet",0.00044,7.5e-05
3164,53104550,Cheesecake with fruit,0.00035999999999999997,2.9e-05
3165,53104570,"Cheesecake, diet, with fruit",0.0004,6.8e-05
3166,53104580,"Cheesecake -type dessert, made with yogurt, with fruit",0.0002,4.8e-05
3167,53104600,"Cheesecake, chocolate",0.0011,0.000126
3168,53104650,"Cheesecake, chocolate, reduced fat",0.00101,4.7e-05
3169,53104900,"Cake, chocolate, made with mayonnaise or salad dressing, NS as to icing",0.00043,0.00011999999999999999
3170,53104920,"Cake, chocolate, made with mayonnaise or salad dressing, without icing or filling",0.00047999999999999996,0.000193
3171,53104950,"Cake, chocolate, made with mayonnaise or salad dressing, with icing, coating, or filling",0.00043,0.00011999999999999999
3172,53105000,"Cake, chocolate, devil's food, or fudge, standard-type mix (eggs and water added to dry mix), NS as to icing",0.00057,6.2e-05
3173,53105050,"Cake, chocolate, devil's food, or fudge, made from home recipe or purchased ready-to-eat, NS as to icing",0.00086,0.00011700000000000001
3174,53105100,"Cake, chocolate, devil's food, or fudge, standard-type mix (eggs and water added to dry mix), without icing or filling",0.00074,0.000102
3175,53105160,"Cake, chocolate, devil's food, or fudge, without icing or filling, made from home recipe or purchased ready-to-eat",0.0011799999999999998,0.000182
3176,53105200,"Cake, chocolate, devil's food, or fudge, standard-type mix (eggs and water added to dry mix), with icing, coating, or filling",0.00057,6.2e-05
3177,53105260,"Cake, chocolate, devil's food, or fudge, with icing, coating, or filling, made from home recipe or purchased ready-to-eat",0.00058,0.0
3178,53105300,"Cake, German chocolate, with icing and filling",0.00045,9.5e-05
3179,53105500,"Cake, chocolate, with icing, diet",0.00121,0.000217
3180,53105600,"Cake, chocolate, devil's food, or fudge, pudding-type mix, made by ""Lite"" recipe (eggs and water added to dry mix, no oil added to dry mix), with icing, coating, or filling",0.0005600000000000001,7.4e-05
3181,53105650,"Cake, chocolate, devil's food, or fudge, pudding type mix, made by ""cholesterol free"" recipe (water, oil and egg whites added to dry mix), NS as to icing or filling",0.00032,6.6e-05
3182,53105700,"Cake, chocolate, devil's food, or fudge, pudding type mix, made by ""cholesterol free"" recipe (water, oil and egg whites added to dry mix), without icing or filling",0.00043,9.2e-05
3183,53105750,"Cake, chocolate, devil's food, or fudge, pudding type mix, made by ""cholesterol free"" recipe (water, oil and egg whites added to dry mix), with ""light"" icing, coating or filling",0.00032,6.6e-05
3184,53105900,"Cake, chocolate, devil's food, or fudge, pudding-type mix (oil, eggs, and water added to dry mix), NS as to icing",0.0005200000000000001,6.7e-05
3185,53106000,"Cake, chocolate, devil's food, or fudge, pudding-type mix (oil, eggs, and water added to dry mix), without icing or filling",0.00065,9.900000000000001e-05
3186,53106050,"Cake, chocolate, devil's food, or fudge, pudding-type mix (oil, eggs, and water added to dry mix), with icing, coating, or filling",0.0005200000000000001,6.7e-05
3187,53106100,"Cake, Poor Man's (spice-type), without icing",0.00028000000000000003,0.00023300000000000003
3188,53106500,"Cake, cream, without icing or topping",0.00047,0.00023899999999999998
3189,53107000,"Cake, cupcake, NS as to type or icing",0.0004,0.000118
3190,53107100,"Cake, cupcake, NS as to type, without icing",0.00047,0.000257
3191,53107200,"Cake, cupcake, NS as to type, with icing",0.0004,0.000118
3192,53108000,"Cake, cupcake, chocolate, NS as to icing",0.00057,6.2e-05
3193,53108100,"Cake, cupcake, chocolate, without icing or filling",0.00074,0.000102
3194,53108200,"Cake, cupcake, chocolate, with icing or filling",0.0010400000000000001,3.7e-05
3195,53109000,"Cake, cupcake, not chocolate, NS as to icing",0.00034,6.6e-05
3196,53109100,"Cake, cupcake, not chocolate, without icing or filling",0.00035,0.000112
3197,53109200,"Cake, cupcake, not chocolate, with icing or filling",0.0006,0.00018099999999999998
3198,53109210,"Cake, cupcake, not chocolate, with icing or filling, lowfat, cholesterol free",0.00029,0.00022
3199,53109250,"Cake, cupcake, not chocolate, with fruit and cream filling",0.00035999999999999997,0.000114
3200,53109270,"Cake, cupcake, chocolate, with or without icing, fruit filling or cream filling, lowfat, cholesterol free",0.00085,0.000242
3201,53109300,"Cake, Dobos Torte (non-chocolate layer cake with chocolate filling and icing)",0.0007700000000000001,7.3e-05
3202,53110000,"Cake, fruit cake, light or dark, holiday type cake",0.00027,5e-05
3203,53110100,"Cake, plum pudding",0.00049,0.00014199999999999998
3204,53111000,"Cake, gingerbread, without icing",0.00035,0.000187
3205,53111500,"Cake, graham cracker, without icing",0.0005899999999999999,0.000104
3206,53112000,"Cake, ice cream and cake roll, chocolate",0.00101,0.000121
3207,53112100,"Cake, ice cream and cake roll, not chocolate",0.0005200000000000001,0.0001
3208,53112150,"Cake, frozen yogurt and cake layer, not chocolate, with icing",0.00037,0.000132
3209,53112160,"Cake, frozen yogurt and cake layer, chocolate, with icing",0.00078,0.000103
3210,53112500,"Cake, ice box with fruit and whipped cream",0.00049,0.000124
3211,53113000,"Cake, jelly roll",0.00067,0.00013800000000000002
3212,53113950,"Cake, lemon, NS as to icing",0.00020999999999999998,6.7e-05
3213,53114000,"Cake, lemon, without icing",0.00039,8.3e-05
3214,53114100,"Cake, lemon, with icing",0.00020999999999999998,6.7e-05
3215,53114150,"Cake, lemon, lowfat, NS as to icing",0.00026000000000000003,0.000115
3216,53114200,"Cake, lemon, lowfat, without icing",0.00035999999999999997,0.000176
3217,53114250,"Cake, lemon, lowfat, with icing",0.00026000000000000003,0.000115
3218,53115000,"Cake, marble, NS as to icing",0.0008399999999999999,8.9e-05
3219,53115100,"Cake, marble, without icing",0.00043,0.000111
3220,53115200,"Cake, marble, with icing",0.00039,6.7e-05
3221,53115300,"Cake, nut, NS as to icing",0.0005,8.400000000000001e-05
3222,53115310,"Cake, nut, without icing",0.0007,0.00011700000000000001
3223,53115320,"Cake, nut, with icing",0.00047999999999999996,8e-05
3224,53115400,"Cake, oatmeal, without icing",0.0005600000000000001,0.000165
3225,53115410,"Cake, oatmeal, with icing",0.00041,0.000148
3226,53115450,"Cake, peanut butter, with icing",0.00054,6.7e-05
3227,53115500,"Cake, pineapple, fat free, cholesterol free, without icing",0.00035999999999999997,0.0002
3228,53115600,"Cake, poppyseed, without icing",0.0008100000000000001,0.000215
3229,53116000,"Cake, pound, without icing",0.0006,0.000237
3230,53116020,"Cake, pound, with icing",0.0005,0.000192
3231,53116270,"Cake, pound, chocolate",0.00113,0.00016700000000000002
3232,53116280,"Cake, pound, chocolate, fat free, cholesterol free",0.0007099999999999999,0.000211
3233,53116350,"Cake, pound, Puerto Rican style (Ponque)",0.00061,0.00017199999999999998
3234,53116380,"Cake, pound, fat free, cholesterol free",0.00031,0.000125
3235,53116390,"Cake, pound, reduced fat, cholesterol free",0.00038,0.000216
3236,53116490,"Cake, pumpkin, NS as to icing",0.00027,0.000112
3237,53116500,"Cake, pumpkin, without icing",0.00037,0.00016
3238,53116510,"Cake, pumpkin, with icing",0.00027,0.000112
3239,53116550,"Cake, raisin-nut, without icing",0.00055,0.000131
3240,53116560,"Cake, raisin-nut, with icing",0.0005,0.000112
3241,53116570,"Cake, Ravani (made with farina)",0.00032,0.000116
3242,53116600,"Cake, rice flour, without icing",0.0007199999999999999,5.7e-05
3243,53116650,"Cake, Quezadilla, El Salvadorian style",0.0008,2e-05
3244,53116750,"Cake, soy flour, without icing",0.0010400000000000001,0.000155
3245,53117000,"Cake, spice, NS as to icing",0.00039,0.00016800000000000002
3246,53117100,"Cake, spice, without icing",0.00044,0.000206
3247,53117200,"Cake, spice, with icing",0.00039,0.00016800000000000002
3248,53118000,"Cake, sponge, NS as to icing",0.00035999999999999997,0.000165
3249,53118100,"Cake, sponge, without icing",0.00051,0.000243
3250,53118200,"Cake, sponge, with icing",0.00035999999999999997,0.000165
3251,53118300,"Cake, sponge, chocolate, without icing",0.00103,0.000135
3252,53118310,"Cake, sponge, chocolate, with icing",0.00122,0.00011700000000000001
3253,53118350,"Cake, sweetpotato, with icing",0.0005600000000000001,0.000118
3254,53118410,"Cake, rum flavored, without icing (Sopa Borracha)",0.00033,5.7e-05
3255,53118500,"Cake, torte",0.00038,9.5e-05
3256,53118550,"Cake, tres leche",0.00058,9.5e-05
3257,53118600,"Cake, chiffon, NS as to icing",0.00026000000000000003,0.000135
3258,53118700,"Cake, chiffon, without icing",0.00034,0.000179
3259,53118800,"Cake, chiffon, with icing",0.00026000000000000003,0.000135
3260,53118900,"Cake, chiffon, chocolate, without icing",0.00106,0.00016900000000000002
3261,53118950,"Cake, chiffon, chocolate, with icing",0.00122,0.000133
3262,53119000,"Cake, upside down (all fruits)",0.00031,0.00015099999999999998
3263,53120000,"Cake, white, standard-type mix (egg whites and water added), NS as to icing",0.00038,8.999999999999999e-05
3264,53120060,"Cake, white, made from home recipe or purchased ready-to-eat, NS as to icing",0.00015,0.000115
3265,53120100,"Cake, white, standard-type mix (egg whites and water added to mix), without icing",0.00035999999999999997,0.000145
3266,53120160,"Cake, white, without icing, made from home recipe or purchased ready-to-eat",0.00025,0.000208
3267,53120200,"Cake, white, standard-type mix (egg whites and water added to mix), with icing",0.00035,8.400000000000001e-05
3268,53120260,"Cake, white, with icing, made from home recipe or purchased ready-to-eat",0.00015,0.000115
3269,53120300,"Cake, white, pudding-type mix (oil, egg whites, and water added to dry mix), NS as to icing",0.00020999999999999998,9.4e-05
3270,53120330,"Cake, white, pudding-type mix (oil, egg whites, and water added to dry mix), without icing",0.00016,0.00014199999999999998
3271,53120350,"Cake, white, pudding-type mix (oil, egg whites, and water added to dry mix), with icing",0.00020999999999999998,9.4e-05
3272,53120400,"Cake, white, eggless, lowfat",0.00038,0.000222
3273,53120500,"Cake, whole wheat, with fruit and nuts, without icing",0.0008,0.00015
3274,53121000,"Cake, yellow, standard-type mix (eggs and water added to dry mix), NS as to icing",0.00034,6.8e-05
3275,53121060,"Cake, yellow, made from home recipe or purchased ready-to- eat, NS as to icing",0.00039,0.000157
3276,53121100,"Cake, yellow, standard-type mix (eggs and water added to dry mix), without icing",0.00035,0.000112
3277,53121160,"Cake, yellow, without icing, made from home recipe or purchased ready-to-eat",0.00043,0.000249
3278,53121200,"Cake, yellow, standard-type mix (eggs and water added to dry mix), with icing",0.00034,6.8e-05
3279,53121260,"Cake, yellow, with icing, made from home recipe or purchased ready-to-eat",0.00039,0.000157
3280,53121280,"Cake, yellow, pudding-type mix (oil, eggs, and water added to dry mix), NS as to icing",0.00035,0.000102
3281,53121300,"Cake, yellow, pudding-type mix (oil, eggs, and water added to dry mix), without icing",0.00039,0.000153
3282,53121330,"Cake, yellow, pudding-type mix (oil, eggs, and water added to dry mix), with icing",0.00035,0.000102
3283,53122070,"Cake, shortcake, biscuit type, with whipped cream and fruit",0.00032,0.000163
3284,53122080,"Cake, shortcake, biscuit type, with fruit",0.0003,0.000184
3285,53123070,"Cake, shortcake, sponge type, with whipped cream and fruit",0.00034,3.5999999999999994e-05
3286,53123080,"Cake, shortcake, sponge type, with fruit",0.00038,8.1e-05
3287,53123500,"Cake, shortcake, with whipped topping and fruit, diet",0.00032,0.00013900000000000002
3288,53124100,"Cake, zucchini, NS as to icing",0.00049,0.00014000000000000001
3289,53124110,"Cake, zucchini, without icing",0.00039,0.000158
3290,53124120,"Cake, zucchini, with icing",0.00049,0.00014000000000000001
3291,53200100,"Cookie, batter or dough, raw, not chocolate",0.00038,0.000259
3292,53201000,"Cookie, NFS",0.00054,0.000202
3293,53202000,"Cookie, almond",0.0010500000000000002,0.00026000000000000003
3294,53203000,"Cookie, applesauce",0.00073,0.000162
3295,53203500,"Cookie, biscotti (Italian sugar cookie)",0.00092,0.00029
3296,53204000,"Cookie, brownie, NS as to icing",0.0007099999999999999,0.000229
3297,53204010,"Cookie, brownie, without icing",0.0007099999999999999,0.000229
3298,53204100,"Cookie, brownie, with icing",0.0007199999999999999,0.000255
3299,53204500,"Cookie, brownie, with cream cheese filling, without icing",0.0007,0.000187
3300,53204600,"Cookie, brownie, with peanut butter fudge icing",0.00098,0.00025
3301,53204800,"Cookie, brownie, diet, NS as to icing",0.00013000000000000002,9.900000000000001e-05
3302,53204830,"Cookie, brownie, lowfat, with icing",0.00095,0.000241
3303,53204840,"Cookie, brownie, lowfat, without icing",0.00082,9.4e-05
3304,53204850,"Cookie, brownie, fat free, cholesterol free, with icing",0.00076,8.1e-05
3305,53204860,"Cookie, brownie, fat free, without icing",0.00067,0.000146
3306,53205250,"Cookie, butterscotch, brownie",0.0005600000000000001,0.00019
3307,53205500,"Cookie, butterscotch chip",0.00053,0.000199
3308,53205600,"Cookie, caramel coated, with nuts",0.00106,0.000152
3309,53205750,"Cookie, carob",0.00152,0.000161
3310,53205760,"Cookie, carob and honey brownie",0.00139,0.000147
3311,53206000,"Cookie, chocolate chip",0.00065,0.00017
3312,53206010,"Cookie, chocolate chip, with raisins",0.00062,0.000166
3313,53206020,"Cookie, chocolate chip, made from home recipe or purchased at a bakery",0.0009599999999999999,0.00017999999999999998
3314,53206030,"Cookie, chocolate chip, reduced fat",0.0006,0.00029499999999999996
3315,53206050,"Cookie, rich, chocolate chip, with chocolate filling",0.00073,0.000195
3316,53206100,"Cookie, chocolate chip sandwich",0.00064,0.00019800000000000002
3317,53206500,"Cookie, chocolate, made with rice cereal",0.00135,0.00027100000000000003
3318,53206550,"Cookie, chocolate, made with oatmeal and coconut (no-bake)",0.0012,0.000102
3319,53207000,"Cookie, chocolate fudge, with/without nuts",0.00109,0.000203
3320,53207050,"Cookie, chocolate, with chocolate filling or coating, fat free",0.00079,0.000315
3321,53208000,"Cookie, chocolate-covered marshmallow",0.00065,9.3e-05
3322,53208200,"Cookie, marshmallow pie, chocolate covered",0.00065,9.3e-05
3323,53209000,"Cookie, chocolate, chocolate sandwich or chocolate-coated or striped",0.0008900000000000001,0.000135
3324,53209010,"Cookie, chocolate-covered, sugar wafer, creme- or caramel-filled",0.00116,6.500000000000001e-05
3325,53209020,"Cookie, chocolate sandwich, reduced fat",0.00068,0.00030199999999999997
3326,53209050,"Cookie, chocolate-covered, chocolate sandwich",0.00058,9.5e-05
3327,53209100,"Cookie, chocolate, sandwich, with extra filling",0.00078,0.000115
3328,53209500,"Cookie, chocolate and vanilla sandwich",0.00064,0.00019800000000000002
3329,53210000,"Cookie, chocolate wafer",0.00109,0.000203
3330,53210900,"Cookie, graham cracker sandwich with chocolate and marshmallow filling",0.00049,0.000262
3331,53210910,"Cookie, graham cracker with marshmallow",0.00827,0.000815
3332,53211000,"Cookie bar, with chocolate, nuts, and graham crackers",0.00125,0.000103
3333,53215500,"Cookie, coconut",0.00047999999999999996,0.000152
3334,53216000,"Cookie, coconut and nut",0.00064,0.00016
3335,53220000,"Cookie, fruit-filled bar",0.00039,0.000158
3336,53220010,"Cookie, fruit-filled bar, fat free",0.00046,0.00028199999999999997
3337,53220020,"Cookie, date bar",0.00039,0.000158
3338,53220030,"Cookie, fig bar",0.00039,0.000158
3339,53220040,"Cookie, fig bar, fat free",0.0005,0.00028100000000000005
3340,53222010,"Cookie, fortune",0.00017,0.000182
3341,53222020,"Cookie, cone shell, ice cream type, wafer or cake",0.00067,0.00025
3342,53222100,"Cookie, cone shell, ice cream type, brown sugar",0.00075,0.0005110000000000001
3343,53223000,"Cookie, gingersnaps",0.00055,0.0002
3344,53223100,"Cookie, granola",0.0016,0.00028000000000000003
3345,53224000,"Cookie, ladyfinger",0.00114,0.00028399999999999996
3346,53224250,"Cookie, lemon bar",0.00041999999999999996,0.000171
3347,53225000,"Cookie, macaroon, coconut-meringue type, no flour",0.0007099999999999999,1.1e-05
3348,53226000,"Cookie, marshmallow, with coconut",0.00065,9.3e-05
3349,53226500,"Cookie, marshmallow, with rice cereal (no-bake)",0.00037,0.000505
3350,53226550,"Cookie, marshmallow, with rice cereal and chocolate chips",0.00061,0.000598
3351,53226600,"Cookie, marshmallow and peanut butter, with oat cereal (no-bake)",0.00447,0.00048499999999999997
3352,53227000,"Cookie, marshmallow pies, non-chocolate coating",0.00065,9.3e-05
3353,53228000,"Cookie, meringue",2e-05,2e-06
3354,53230000,"Cookie, molasses",0.00045,0.00035499999999999996
3355,53231000,"Cookie, Lebkuchen",0.00069,0.000261
3356,53231400,"Cookie, multigrain, high fiber",0.00421,0.00034899999999999997
3357,53233000,"Cookie, oatmeal",0.00083,0.000285
3358,53233010,"Cookie, oatmeal, with raisins",0.00079,0.00026700000000000004
3359,53233020,"Cookie, oatmeal, with fruit filling",0.00091,0.00028599999999999996
3360,53233030,"Cookie, oatmeal, fat free, with raisins",0.00064,0.00014199999999999998
3361,53233040,"Cookie, oatmeal, reduced fat, with raisins",0.00086,0.000322
3362,53233050,"Cookie, oatmeal sandwich, with creme filling",0.0007199999999999999,0.000244
3363,53233060,"Cookie, oatmeal, with chocolate chips",0.00101,0.00017199999999999998
3364,53233080,"Cookie, oatmeal sandwich, with peanut butter and jelly filling",0.00102,0.000206
3365,53233100,"Cookie, oatmeal, with chocolate and peanut butter (no-bake)",0.0014299999999999998,0.000128
3366,53233500,"Cookie, oat bran",0.002,0.000414
3367,53234000,"Cookie, peanut butter",0.00053,0.00017
3368,53234010,"Cookie, peanut butter, with oatmeal",0.00106,0.000325
3369,53234100,"Cookie, peanut butter, with chocolate",0.00069,0.000153
3370,53234250,"Cookie, peanut butter with rice cereal (no-bake)",0.0007,0.000518
3371,53235000,"Cookie, peanut",0.00053,0.00017
3372,53235500,"Cookie, with peanut butter filling, chocolate-coated",0.00094,0.00028000000000000003
3373,53235600,"Cookie, Pfeffernusse",0.00053,0.000307
3374,53236000,"Cookie, pizzelle (Italian style wafer)",0.0007,0.000289
3375,53236100,"Cookie, pumpkin",0.00082,0.000266
3376,53237000,"Cookie, raisin",0.00032,0.000216
3377,53237010,"Cookie, raisin sandwich, cream-filled",0.00022,0.00015099999999999998
3378,53237500,"Cookie, rum ball (no-bake)",0.0009599999999999999,0.000157
3379,53238000,"Cookie, sandwich-type, not chocolate or vanilla",0.0004,0.000261
3380,53239000,"Cookie, shortbread",0.00053,0.00033
3381,53239010,"Cookie, shortbread, reduced fat",0.00047,0.000307
3382,53239050,"Cookie, shortbread, with chocolate filling",0.00075,0.000275
3383,53241500,"Cookie, butter or sugar cookie",0.00038,0.00027
3384,53241600,"Cookie, butter or sugar cookie, with fruit and/or nuts",0.0004,0.000242
3385,53242000,"Cookie, sugar wafer",0.00043,3.7e-05
3386,53242500,"Cookie, toffee bar",0.00065,0.00017
3387,53243000,"Cookie, vanilla sandwich",0.0004,0.000261
3388,53243050,"Cookie, vanilla sandwich, reduced fat",0.00055,0.000314
3389,53243100,"Cookie, rich, all chocolate, with chocolate filling or chocolate chips",0.00073,0.000195
3390,53244010,"Cookie, butter or sugar, with chocolate icing or filling",0.00041999999999999996,0.00019600000000000002
