,Food Index,Nutrient Index,Amount,Food
365,11710372,404,0.066,"Similac Sensitive, with iron, ARA and DHA, infant formula, prepared from liquid concentrate   (formerly Lactose Free Advance...)"
366,11710373,309,0.52,"Similac Sensitive, with iron, ARA and DHA, infant formula, prepared from powder   (formerly Lactose Free Advance ...)"
367,11710373,404,0.067,"Similac Sensitive, with iron, ARA and DHA, infant formula, prepared from powder   (formerly Lactose Free Advance ...)"
368,11710400,309,0.49,"Similac, with iron, infant formula, NS as to form"
369,11710400,404,0.066,"Similac, with iron, infant formula, NS as to form"
370,11710401,309,0.49,"Similac, with iron, infant formula, ready-to-feed"
371,11710401,404,0.066,"Similac, with iron, infant formula, ready-to-feed"
372,11710402,309,0.5,"Similac, with iron, infant formula, prepared from liquid concentrate"
373,11710402,404,0.065,"Similac, with iron, infant formula, prepared from liquid concentrate"
374,11710403,309,0.5,"Similac, with iron, infant formula, prepared from powder"
375,11710403,404,0.066,"Similac, with iron, infant formula, prepared from powder"
376,11710450,309,1.18,"Similac Special Care Advance 24, with iron, ARA and DHA, infant formula, NS as to form"
377,11710450,404,0.196,"Similac Special Care Advance 24, with iron, ARA and DHA, infant formula, NS as to form"
378,11710451,309,1.18,"Similac Special Care Advance 24, with iron, ARA and DHA, infant formula, ready-to-feed"
379,11710451,404,0.196,"Similac Special Care Advance 24, with iron, ARA and DHA, infant formula, ready-to-feed"
380,11710470,309,0.82,"Similac NeoSure, with iron, ARA and DHA, infant formula, NS as to form"
381,11710470,404,0.151,"Similac NeoSure, with iron, ARA and DHA, infant formula, NS as to form"
382,11710471,309,0.82,"Similac NeoSure, with iron, ARA and DHA, infant formula, ready-to-feed"
383,11710471,404,0.151,"Similac NeoSure, with iron, ARA and DHA, infant formula, ready-to-feed"
384,11710473,309,0.87,"Similac NeoSure, with iron, ARA and DHA, infant formula, prepared from powder"
385,11710473,404,0.158,"Similac NeoSure, with iron, ARA and DHA, infant formula, prepared from powder"
386,11710600,309,0.66,"Enfamil, with iron, infant formula, NS as to form"
387,11710600,404,0.052,"Enfamil, with iron, infant formula, NS as to form"
388,11710601,309,0.66,"Enfamil, with iron, infant formula, ready-to-feed"
389,11710601,404,0.052,"Enfamil, with iron, infant formula, ready-to-feed"
390,11710602,309,0.66,"Enfamil, with iron, infant formula, prepared from liquid concentrate"
391,11710602,404,0.052,"Enfamil, with iron, infant formula, prepared from liquid concentrate"
392,11710603,309,0.65,"Enfamil, with iron, infant formula, prepared from powder"
393,11710603,404,0.05,"Enfamil, with iron, infant formula, prepared from powder"
394,11710650,309,0.66,"Enfamil Lipil, with iron, infant formula, NS as to form"
395,11710650,404,0.052,"Enfamil Lipil, with iron, infant formula, NS as to form"
396,11710651,309,0.66,"Enfamil Lipil, with iron, infant formula, ready-to-feed"
397,11710651,404,0.052,"Enfamil Lipil, with iron, infant formula, ready-to-feed"
398,11710652,309,0.68,"Enfamil Lipil, with iron, infant formula, prepared from liquid concentrate"
399,11710652,404,0.054,"Enfamil Lipil, with iron, infant formula, prepared from liquid concentrate"
400,11710653,309,0.65,"Enfamil Lipil, with iron, infant formula, prepared from powder"
401,11710653,404,0.05,"Enfamil Lipil, with iron, infant formula, prepared from powder"
402,11710660,309,0.68,"Enfamil A.R. Lipil, infant formula, NS as to form"
403,11710660,404,0.055,"Enfamil A.R. Lipil, infant formula, NS as to form"
404,11710661,309,0.68,"Enfamil A.R. Lipil, infant formula, ready-to-feed"
405,11710661,404,0.055,"Enfamil A.R. Lipil, infant formula, ready-to-feed"
406,11710663,309,0.66,"Enfamil A.R. Lipil, infant formula, prepared from powder"
407,11710663,404,0.052,"Enfamil A.R. Lipil, infant formula, prepared from powder"
408,11710665,309,0.88,"Enfamil EnfaCare Lipil with iron, infant formula, NS as to form"
409,11710665,404,0.141,"Enfamil EnfaCare Lipil with iron, infant formula, NS as to form"
410,11710666,309,0.88,"Enfamil EnfaCare Lipil with iron, infant formula, ready-to-feed"
411,11710666,404,0.141,"Enfamil EnfaCare Lipil with iron, infant formula, ready-to-feed"
412,11710667,309,0.89,"Enfamil EnfaCare Lipil with iron, infant formula, prepared from powder"
413,11710667,404,0.028,"Enfamil EnfaCare Lipil with iron, infant formula, prepared from powder"
414,11710670,309,0.66,"Enfamil Gentlease Lipil, with iron, infant formula, NS as to form"
415,11710670,404,0.052,"Enfamil Gentlease Lipil, with iron, infant formula, NS as to form"
416,11710673,309,0.73,"Enfamil Gentlease Lipil, with iron, infant formula, prepared from powder"
417,11710673,404,0.058,"Enfamil Gentlease Lipil, with iron, infant formula, prepared from powder"
418,11710680,309,0.68,"Enfamil Next Step Lipil, with iron, infant formula, NS as to form"
419,11710680,404,0.055,"Enfamil Next Step Lipil, with iron, infant formula, NS as to form"
420,11710681,309,0.68,"Enfamil Next Step Lipil, with iron, infant formula, ready-to-feed"
421,11710681,404,0.055,"Enfamil Next Step Lipil, with iron, infant formula, ready-to-feed"
422,11710683,309,0.65,"Enfamil Next Step Lipil, with iron, infant formula, prepared from powder"
423,11710683,404,0.071,"Enfamil Next Step Lipil, with iron, infant formula, prepared from powder"
424,11710710,309,0.66,"Lactofree, with iron, infant formula, NS as to form"
425,11710710,404,0.052,"Lactofree, with iron, infant formula, NS as to form"
426,11710711,309,0.66,"Lactofree, with iron, infant formula, ready-to-feed"
427,11710711,404,0.052,"Lactofree, with iron, infant formula, ready-to-feed"
428,11710712,309,0.65,"Lactofree, with iron, infant formula, prepared from liquid concentrate"
429,11710712,404,0.052,"Lactofree, with iron, infant formula, prepared from liquid concentrate"
430,11710713,309,0.65,"Lactofree, with iron, infant formula, prepared from powder"
431,11710713,404,0.052,"Lactofree, with iron, infant formula, prepared from powder"
432,11710720,309,0.66,"Enfamil LactoFree Lipil, with iron, infant formula, NS as to form"
433,11710720,404,0.052,"Enfamil LactoFree Lipil, with iron, infant formula, NS as to form"
434,11710721,309,0.66,"Enfamil LactoFree Lipil, with iron, infant formula, ready-to-feed"
435,11710721,404,0.052,"Enfamil LactoFree Lipil, with iron, infant formula, ready-to-feed"
436,11710722,309,0.66,"Enfamil LactoFree Lipil, with iron, infant formula, prepared from liquid concentrate"
437,11710722,404,0.052,"Enfamil LactoFree Lipil, with iron, infant formula, prepared from liquid concentrate"
438,11710723,309,0.65,"Enfamil LactoFree Lipil, with iron, infant formula, prepared from powder"
439,11710723,404,0.052,"Enfamil LactoFree Lipil, with iron, infant formula, prepared from powder"
440,11710800,309,1.15,"Pediasure, with iron, infant formula, NS as to form"
441,11710800,404,0.258,"Pediasure, with iron, infant formula, NS as to form"
442,11710801,309,1.15,"Pediasure, with iron, infant formula, ready-to-feed"
443,11710801,404,0.258,"Pediasure, with iron, infant formula, ready-to-feed"
444,11710805,309,0.56,"Pediasure Fiber, with iron, infant formula, NS as to form"
445,11710805,404,0.256,"Pediasure Fiber, with iron, infant formula, NS as to form"
446,11710806,309,0.56,"Pediasure Fiber, with iron, infant formula, ready-to-feed"
447,11710806,404,0.256,"Pediasure Fiber, with iron, infant formula, ready-to-feed"
448,11710900,309,0.53,"Good Start Supreme, with iron, infant formula, NS as to form (formerly Carnation Good Start)"
449,11710900,404,0.066,"Good Start Supreme, with iron, infant formula, NS as to form (formerly Carnation Good Start)"
450,11710901,309,0.53,"Good Start Supreme, with iron, infant formula, ready-to-feed (formerly Carnation Good Start)"
451,11710901,404,0.066,"Good Start Supreme, with iron, infant formula, ready-to-feed (formerly Carnation Good Start)"
452,11710902,309,0.53,"Good Start Supreme, with iron, infant formula, prepared from liquid concentrate (formerly Carnation Good Start)"
453,11710902,404,0.065,"Good Start Supreme, with iron, infant formula, prepared from liquid concentrate (formerly Carnation Good Start)"
454,11710903,309,0.53,"Good Start Supreme, with iron, infant formula, prepared from powder (formerly Carnation Good Start)"
455,11710903,404,0.066,"Good Start Supreme, with iron, infant formula, prepared from powder (formerly Carnation Good Start)"
456,11710910,309,0.53,"Good Start Supreme, with iron, DHA & ARA, infant formula, NS as to form"
457,11710910,404,0.066,"Good Start Supreme, with iron, DHA & ARA, infant formula, NS as to form"
458,11710911,309,0.53,"Good Start Supreme, with iron, DHA & ARA, infant formula, ready-to-feed"
459,11710911,404,0.066,"Good Start Supreme, with iron, DHA & ARA, infant formula, ready-to-feed"
460,11710912,309,0.53,"Good Start Supreme, with iron, DHA & ARA, infant formula, prepared from liquid concentrate"
461,11710912,404,0.065,"Good Start Supreme, with iron, DHA & ARA, infant formula, prepared from liquid concentrate"
462,11710913,309,0.53,"Good Start Supreme, with iron, DHA & ARA, infant formula, prepared from powder"
463,11710913,404,0.066,"Good Start Supreme, with iron, DHA & ARA, infant formula, prepared from powder"
464,11710950,309,0.52,"Good Start 2 Essentials, with iron, infant formula, NS as to form (formerly Carnation Follow-Up, with iron...)"
465,11710950,404,0.052,"Good Start 2 Essentials, with iron, infant formula, NS as to form (formerly Carnation Follow-Up, with iron...)"
466,11710951,309,0.52,"Good Start 2 Essentials, with iron, infant formula, ready-to-feed (formerly Carnation Follow-Up, with iron...)"
467,11710951,404,0.052,"Good Start 2 Essentials, with iron, infant formula, ready-to-feed (formerly Carnation Follow-Up, with iron...)"
468,11710952,309,0.52,"Good Start 2 Essentials, with iron, infant formula, prepared from liquid concentrate (formerly Carnation Follow-Up, with iron...)"
469,11710952,404,0.051,"Good Start 2 Essentials, with iron, infant formula, prepared from liquid concentrate (formerly Carnation Follow-Up, with iron...)"
470,11710953,309,0.56,"Good Start 2 Essentials, with iron, infant formula, prepared from powder (formerly Carnation Follow-Up, with iron...)"
471,11710953,404,0.052,"Good Start 2 Essentials, with iron, infant formula, prepared from powder (formerly Carnation Follow-Up, with iron...)"
472,11710960,309,0.53,"America's Store Brand, with iron, infant formula, NS as to form"
473,11710960,404,0.07,"America's Store Brand, with iron, infant formula, NS as to form"
474,11710961,309,0.55,"America's Store Brand, with iron, infant formula, prepared from liquid concentrate"
475,11710961,404,0.066,"America's Store Brand, with iron, infant formula, prepared from liquid concentrate"
476,11710962,309,0.49,"America's Store Brand, with iron, infant formula, prepared from powder"
477,11710962,404,0.066,"America's Store Brand, with iron, infant formula, prepared from powder"
478,11710963,309,0.53,"America's Store Brand, with iron, infant formula, ready-to-feed"
479,11710963,404,0.07,"America's Store Brand, with iron, infant formula, ready-to-feed"
480,11720300,309,0.79,"Enfamil ProSobee, with iron, infant formula, NS as to form"
481,11720300,404,0.052,"Enfamil ProSobee, with iron, infant formula, NS as to form"
482,11720301,309,0.79,"Enfamil ProSobee, with iron, infant formula, ready-to-feed"
483,11720301,404,0.052,"Enfamil ProSobee, with iron, infant formula, ready-to-feed"
484,11720302,309,0.79,"Enfamil ProSobee, with iron, infant formula, prepared from liquid concentrate"
485,11720302,404,0.052,"Enfamil ProSobee, with iron, infant formula, prepared from liquid concentrate"
486,11720303,309,0.78,"Enfamil ProSobee, with iron, infant formula, prepared from powder"
487,11720303,404,0.052,"Enfamil ProSobee, with iron, infant formula, prepared from powder"
488,11720310,309,0.79,"Enfamil ProSobee Lipil, with iron, infant formula, NS as to form"
489,11720310,404,0.052,"Enfamil ProSobee Lipil, with iron, infant formula, NS as to form"
490,11720311,309,0.79,"Enfamil ProSobee Lipil, with iron, infant formula, ready-to-feed"
491,11720311,404,0.052,"Enfamil ProSobee Lipil, with iron, infant formula, ready-to-feed"
492,11720312,309,0.79,"Enfamil ProSobee Lipil, with iron, infant formula, prepared from liquid concentrate"
493,11720312,404,0.052,"Enfamil ProSobee Lipil, with iron, infant formula, prepared from liquid concentrate"
494,11720313,309,0.78,"Enfamil ProSobee Lipil, with iron, infant formula, prepared from powder"
495,11720313,404,0.052,"Enfamil ProSobee Lipil, with iron, infant formula, prepared from powder"
496,11720400,309,0.49,"Similac Isomil, with iron, infant formula, NS as to form"
497,11720400,404,0.039,"Similac Isomil, with iron, infant formula, NS as to form"
498,11720401,309,0.49,"Similac Isomil, with iron, infant formula, ready-to-feed"
499,11720401,404,0.039,"Similac Isomil, with iron, infant formula, ready-to-feed"
500,11720402,309,0.5,"Similac Isomil, with iron, infant formula, prepared from liquid concentrate"
501,11720402,404,0.039,"Similac Isomil, with iron, infant formula, prepared from liquid concentrate"
502,11720403,309,0.5,"Similac Isomil, with iron, infant formula, prepared from powder"
503,11720403,404,0.04,"Similac Isomil, with iron, infant formula, prepared from powder"
504,11720410,309,0.49,"Similac Isomil Advance with iron, infant formula, NS as to form"
505,11720410,404,0.039,"Similac Isomil Advance with iron, infant formula, NS as to form"
506,11720411,309,0.49,"Similac Isomil Advance with iron, infant formula, ready-to-feed"
507,11720411,404,0.039,"Similac Isomil Advance with iron, infant formula, ready-to-feed"
508,11720412,309,0.5,"Similac Isomil Advance with iron, infant formula, prepared from liquid concentrate"
509,11720412,404,0.04,"Similac Isomil Advance with iron, infant formula, prepared from liquid concentrate"
510,11720413,309,0.49,"Similac Isomil Advance with iron, infant formula, prepared from powder"
511,11720413,404,0.039,"Similac Isomil Advance with iron, infant formula, prepared from powder"
512,11720600,309,0.6,"Good Start Essentials Soy, with iron, infant formula, NS as to form (formerly Carnation Alsoy; I-Soyalac)"
513,11720600,404,0.039,"Good Start Essentials Soy, with iron, infant formula, NS as to form (formerly Carnation Alsoy; I-Soyalac)"
514,11720601,309,0.6,"Good Start Essentials Soy, with iron, infant formula, ready-to-feed (formerly Carnation Alsoy; I-Soyalac)"
515,11720601,404,0.039,"Good Start Essentials Soy, with iron, infant formula, ready-to-feed (formerly Carnation Alsoy; I-Soyalac)"
516,11720602,309,0.59,"Good Start Essentials Soy, with iron, infant formula, prepared from liquid concentrate (formerly Carnation Alsoy; I-Soyalac)"
517,11720602,404,0.039,"Good Start Essentials Soy, with iron, infant formula, prepared from liquid concentrate (formerly Carnation Alsoy; I-Soyalac)"
518,11720603,309,0.57,"Good Start Essentials Soy, with iron, infant formula, prepared from powder (formerly Carnation Alsoy; I-Soyalac)"
519,11720603,404,0.038,"Good Start Essentials Soy, with iron, infant formula, prepared from powder (formerly Carnation Alsoy; I-Soyalac)"
520,11720610,309,0.58,"Good Start Soy, with iron, DHA & ARA, infant formula, NS as to form"
521,11720610,404,0.039,"Good Start Soy, with iron, DHA & ARA, infant formula, NS as to form"
522,11720611,309,0.58,"Good Start Soy, with iron, DHA & ARA, infant formula, ready-to-feed"
523,11720611,404,0.039,"Good Start Soy, with iron, DHA & ARA, infant formula, ready-to-feed"
524,11720612,309,0.6,"Good Start Soy, with iron, DHA & ARA, infant formula, prepared from liquid concentrate"
525,11720612,404,0.039,"Good Start Soy, with iron, DHA & ARA, infant formula, prepared from liquid concentrate"
526,11720613,309,0.56,"Good Start Soy, with iron, DHA & ARA, infant formula, prepared from powder"
527,11720613,404,0.037,"Good Start Soy, with iron, DHA & ARA, infant formula, prepared from powder"
528,11720703,309,0.74,"Next Step Prosobee, with iron, infant formula, prepared from powder (formerly Next Step Soy Toddler Formula)"
529,11720703,404,0.049,"Next Step Prosobee, with iron, infant formula, prepared from powder (formerly Next Step Soy Toddler Formula)"
530,11720800,309,0.53,"America's Store Brand Soy, with iron, infant formula, NS as to form"
531,11720800,404,0.07,"America's Store Brand Soy, with iron, infant formula, NS as to form"
532,11720801,309,0.53,"America's Store Brand Soy, with iron, infant formula, ready-to-feed"
533,11720801,404,0.07,"America's Store Brand Soy, with iron, infant formula, ready-to-feed"
534,11720802,309,0.55,"America's Store Brand Soy, with iron, infant formula, prepared from liquid concentrate"
535,11720802,404,0.072,"America's Store Brand Soy, with iron, infant formula, prepared from liquid concentrate"
536,11720803,309,0.5,"America's Store Brand Soy, with iron, infant formula, prepared from powder"
537,11720803,404,0.064,"America's Store Brand Soy, with iron, infant formula, prepared from powder"
538,11740300,309,0.66,"Nutramigen, with iron, infant formula, NS as to form"
539,11740300,404,0.052,"Nutramigen, with iron, infant formula, NS as to form"
